,prompt,clip_inter
712,"portrait photo still of javier bardem holding a small cake, wearing a birthday hat, in front of a house on fire, 8 k, 8 5 mm f 1. 8 ","['a man holding a cake in front of a fire', ' by Etienne Delessert', ' burn', ' intense smoldering', ' by Dietmar Damerau', ' cake', ' burning', ' in front of smoke behind', ' the background is on fire', ' epic portrait of menacing', ' belgium', ' très détaillé', ' burnt', ' menacing!', ' february)', ' (fire)']"
713,"grumpy yog sothoth sitting in a bar, fantasy, concept art, artstation, disney, pixar, dreamworks, anime, tyler edlin, feng zhu, thomas karpi ","['a couple of people sitting at a bar', ' a multidimensional cozy tavern', ' relaxing concept art', ' fantasy tavern background', ' dimly-lit cozy tavern', ' sitting alone at a bar', ' dimly lit cozy tavern', ' by Daniel Ljunggren', ' by Aleksander Gine', ' inside a tavern', ' tavern background', ' inspired by Carl Spitzweg', ' hearthstone concept art']"
714,concept art of royal quest rpg by katauri ,"['a bunch of people that are standing in the dirt', ' detailed game art', ' wallpaper d&d art', ' d&d fantasy style', ' detailed full body concept art', ' ornate borders + concept art', ' medieval fantasy game art', ' d & d fantasy digital art', ' d & d wallpaper', ' d&d wallpaper', ' ultra detailed game art', ' detailed concept art']"
715,"a cat sleeping in bed, claymation ","['a gray and white cat laying on top of a bed', ' cat sleeping', ' a sick cat laying in a bedroom', ' resting on a pillow', ' cats sleeping', ' photo of a cat', ' laying back on a pillow', ' cute cat photo', ' resting', ' cat photo', ' nearly napping', ' very sleepy and shy', ' soft and warm', ' perfect detail', ' soft - warm', ' asleep', ' soft mood']"
716,"realistic shark robot crawling out of the sewer on neo tokyo street, photography ","['a shark is standing in the middle of a street', ' anthropomorphic shark', ' animated movie shot', ' 3 d animated movie', ' cute 3 d render', ' shark', ' game cg', ' animated movie still', ' pixar 3 d animation style', ' cyril rolando and goro fujita', ' 3 d cg', ' 3d cg', ' animated movie scene', ' a sharknado']"
717,"mr rogers from the spirited away animated series, detailed, 4 k, ","['a cartoon man in a green shirt and red skirt', ' mr. bean', ' bob clampett', ' mr. bean (rowan atkinson)', ' an film still of mr bean', ' mr bean', ' greg ]', ' animated still', ' nbc', ' full body close-up shot', ' linus sebastian', ' a still of a happy', ' medium close-up shot', ' greg', ' mr bean as spiderman']"
718,"very dynamic and stylized cloud formations, a snowy mountain peak, dramatic sky, cumulonimbus and cirrus, no ground colorful, flowing stars around, translucent, asymmetric composition, rule of thirds, by ivan aivazovsky ","['a painting of a person holding an umbrella', ' rhads!', ' inspired by RHADS', ' rhads!!!', ' rhads and thomas kinkade', ' wlop and rhads', ' by RHADS', ' studio ghibli sky', ' inspired by Brian Despain', ' inspired by Carl Spitzweg', ' cloud', ' john schoenherr', ' android jones and rhads', ' concept art | rhads']"
719,"portrait of a morphed gamer sitting on a stool looking into a mirror doing makeup by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, monochrome, high quality render, masterpiece ","['a woman with makeup and paint on her body sitting on a stool', ' fresh rainbow bodypainting', ' bodypainting', ' bodypaint', ' painted look', ' fullbody painting', ' inspired by Tadanori Yokoo', ' inspired by Paul Wunderlich', ' full body painting', ' fully covered in colorful paint', ' dripping with color', ' body paint', ' dripping in neon paint', ' spraypainted bodypaint graffiti']"
720,"an elf shooting a bow, in the forest, by makoto shinkai, greg rutkowski, artstation, high detailed, cgsociety, ","['a woman with a bow and arrows in a forest', ' hold sword in the forest', ' female forest archer', ' forest hunter lady', ' 4k fantasy art', ' studio ghibly style mononoke', ' anime girl with a bow and arrow', ' digital 2d fantasy art', ' artwork in the style of guweiz', ' longbow', ' inspired by Igor Kieryluk']"
721,"portrait, suit, man, diabolical, artstation, digital painting, background bokeh, realism, illustration, amazing art, award winning, trending ","['a man with glasses and a bow tie', ' epic portrait illustration', ' epic and classy portrait', ' handsome stunning realistic', ' nerdy man character portrait', ' stylized portrait', ' high quality portrait', ' digital art of an elegant', ' character art portrait', ' handsome man', ' detailed character portrait', ' stylized portrait formal pose', ' elegant digital painting', ' photorealistic artstyle', ' cgsociety portrait']"
722,"vfx film closeup, spacex, flat color profile low - key lighting award winning photography arri alexa cinematography, hyper real photorealistic cinematic, atmospheric cool colorgrade ","['a man in a space suit looking at the camera', ' in spacesuit', ' portrait of an ai astronaut', ' futuristic astronaut', ' portrait of astronaut', ' portrait of an astronaut', ' with a space suit on', ' elon musk as a cyborg', ' spacesuit', ' astronaut', ' closeup portrait shot', ' closeup shot', ' highly detailed vfx portrait of', ' mark zuckerberg as a robot', ' futuristic spacesuit', ' promotional art']"
723,"3 5 mm photo of metallic 9 9 rolls - royce boat tail, like die cast 1 / 6 4 model with a montreal city as background, epic cinematic, epic lighting ","['a silver car parked in front of a city skyline', ' a hyper realistic', ' scale model photography', ' hyper - realist', ' vehicle photography', ' hyper realist', ' ultra realist', ' wallpaper - 1 0 2 4', ' “wide shot', ' finely detailed car', ' hyper detailed', ' aleksander rostov', ' f / 1 1. 0', ' 2012', ' 2 0 1 2']"
724,"1 5 year old alice getting tired of sitting by her sister on the bank, peeping into her sister's book ; natural portrait 3 d octane render by carl bark of'alice in wonderland ', disney pixar style. cinematic, intricate, clean, crisp, highly detailed stunning realistic, award winning, trending on artstation ","['a little girl sitting on the floor reading a book', ' storybook realism', ' storybook art', ' beautiful render of a fairytale', ' storybook style', ' photorealistic disney', ' storybook illustation', ' storybook illustration', ' storybook wide shot :: hd', ' disney photo realistic', ' reading', ' story book illustration', ' storybook', ' story book', ' story telling', ' a storybook illustration']"
725,fantasy. a big happy cat with soft fluffy colored fur and translucent wings like a butterfly flies across a realistic sky. clear details ,"['a painting of a cat with wings on a blue background', ' whimsical art', ' by Alison Kinnaird', ' inspired by Alison Kinnaird', ' with large wings', ' with real wings', ' cute digital art', ' winged', ' electric cats that fly over ice', ' with wings', ' cute detailed digital art', ' magical and mystical', ' with beautiful wings', ' a full-color airbrushed', ' kitty', ' cat']"
726,"a low - fi analog color photograph. liminal space, royal tyrrell museum burgess shale cambrian coral reef exhibit. strange, nonsensical, unsettling, dreamlike, infinite. ","['a fish tank filled with lots of red coral', ' sea floor', ' underwater environment', ' underwater landscape', ' coral reef', ' reefs', ' amazing depth', ' coral sea bottom', ' seafloor', ' closeup cinematic aquatic scene', ' undersea environment', ' ocean floor', ' harmony of neon glowing coral', ' corals', ' coral reefs', ' underwater scene', ' underwater scenery', ' sea bottom', ' bottom of ocean', ' red sea']"
727,"male and female skeleton couple holding and staring at each other, watercolor painting ","['a teddy bear sitting on top of a chair', ' anthropomorphic female', ' lightweight leather armour', ' tall skeletal figure', ' general grievous', ' mixed leather armor', ' full body image', ' female armor', ' general grievous from star wars', ' full body x-force outfit', ' leather armour', ' anthropomorphic humanoid', ' brown exoskeleton', ' portrait of mf doom']"
728,"a stern - looking owl dressed as a librarian, digital art ","['a brown and white owl sitting on a branch', ' the wisest of all owls', ' an owl', ' cute owl', ' owsley', ' with a cute fluffy owl', ' created in adobe illustrator', ' owl', ' stylized digital illustration', ' nite - owl', ' detailed digital illustration', ' owl studio', ' owl wizard', ' mechanical owl', ' photohoot', ' detailed vectorart', ' with blunt brown border']"
729,"ufo drawing an ancient city, photo of a 1 5 th century codex book, 8 k ","['a black and white photo of a drawing on a wall', ' giant aztec space city', ' teonanacatl glyph', ' detailed and intricate image', ' mayan style', ' background depicting a temple', ' aztec iconography', ' tribal ancient imagery', ' h. r. giger hieroglyphs', ' mayan god', ' mayan', ' giant aztec spaceship', ' portrait of quetzalcoatl']"
730,"a sky stream of penguins in a sea of cherry petals. starry eclipse and supernova rain. shadow and light. rays of light. energetic, dynamic, lively, detailed, intricate, complex. fine art by hayao miyazaki, akira toriyama, makoto shinkai, and ohara koson. soft ambient lighting. tilt and shift lens. ","['a red and blue sky with a bunch of pink flowers', ' cherry blossom petals', ' flowing sakura silk', ' falling cherry blossoms pedals', ' surreal waiizi flowers', ' flowing sakura-colored silk', ' falling cherry blossom pedals', ' cherry blossom falling', ' lush sakura', ' cherry blossoms', ' rinko kawauchi', ' cherry blossom', ' cherry blossoms in the wind', ' cherry blossom rain everywhere']"
731,"madonna and henry cavill, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, ","['a man and a woman standing next to each other', ' martin ansin', ' roy lichtenstein and jackie tsai', ' martin ansin artwork portrait', ' dale keown and van sciver', ' fan art', ' the artist is charles burns', ' charles burns', ' by Eddie Mendoza', ' official illustration', ' charlie bowater and tom bagshaw', ' drawn in a noir style']"
732,cosmic teun van der zalm ,"['a painting of a colorful galaxy with stars', ' metaphysical painting', ' beautiful cosmic neural network', ' dreamy painting of coronavirus', ' view of the cosmos', ' galaxy', ' cosmic space', ' sky', ' cosmic universe', ' cosmic and colorful', ' cosmic landscape', ' cosmic horror painting', ' cosmic imagery', ' universe', ' cosmic colors', ' science fantasy painting', ' colorful torn nebulas', ' cosmic starry sky']"
733,"portrait of an aesthetic kawaii goth woman with long dreads, anime, detailed anime, hyper detailed anime, realistic anime, hyper realistic anime, cel shading, toon shading, straight on, hd, 4 k, 2 point studio lighting, detailed, highly detailed, concept art, full body character concept art, ","['a drawing of a woman with dreadlocks and red eyes', ' cybergoth', ' gothic girl face', ' dark purple hair and cybernetics', ' neo goth', ' 1 7 - year - old anime goth girl', ' dollpunk', ' gothic maiden anime girl', ' epic 3 d abstract emo girl', ' cybernetic dreadlocks', ' gothic - cyberpunk', ' baroque visual kei decora art', ' gothic face']"
734,"raw clear gemstone rendering, photorealistic, bright backround, photography, artstation ","['a pair of ice crystals sitting on top of a table', ' crystal material', ' crystalline rock', ' very realistic gemstones', ' 3 d ray traced crystals and gems', ' glowing crystal on a rock', ' rendered in keyshot', ' 3 d rendered in octane', ' 3d rendered in octane', ' ashes crystal', ' 3 d octane rendered', ' quartz', ' high-quality render', ' rendered in houdini']"
735,"mysterious detailed cgi matte painting exotic dark female space empress of the andromeda, by ellen jewett, alessio albi | symmetrical features, kawaii, photorealism, stunning, ornate, royally decorated, organic, growth, whirling gasses, glowing particles, refractive adornments, colorful torn nebulas, radiant vibrant colors ","['a woman with a strange face and a strange head', ' inspired by tomasz alen kopera', "" 8 0's style tomasz alen kopera"", ' greg beeple', ' cyborg goddess in cosmos', ' portrait of a cosmic goddess', ' beeple and jeremiah ketner', ' tomasz alen kopera and cgsociety', ' beeple art']"
736,"portrait of handsome male, maya ali mage, gloomhaven, dynamic lighting, gaudy colors, octane render aesthetic, matte painting concept art, official fanart behance hd artstation by jesper ejsing, by rhads and makoto shinkai and lois van baarle and ilya kuvshinov and rossdraws ","['a man with a hat on his head', ' vampire portrait', ' male vampire', ' portrait of a vampire', ' l vampire', ' avatar image', ' disney villain', ' handsome male vampire', ' count dracula', ' sheen', ' textless', ' vampire', ' portrait demon half human', ' beautiful avatar pictures', ' zoomed out portrait of a duke', ' symmetrical portrait rpg avatar', ' dracula', ' morbius', ' vamp']"
737,"a man playing an invisible cello, interdimensional cello, interdimensional demons, demons surround the man, spiritual emanations, resonating sound energy, roses, rain, beautiful classical ornament, alpay efe, wlop, alessio albi ","['a man sitting on the ground holding a violin', ' inspired by Brooke Shaden', ' surreal composition', ' photo manipulation', ' photomanipulation', ' surreal photography', ' surrealistic digital artwork', ' fantasy photography', ' by Kurt Roesch', ' surreal and fantasy art', ' photo - manipulation', ' realistic fantasy photography', ' amazing composition', ' surreal photo', ' inspired by Odd Nerdrum', ' creative photo manipulation', ' magical composition']"
738,"open shopping mall district full of crowds and advertisements, painterly style by finnian macmanu ","['a painting of a busy city street with people walking', ' published art', ' oversaturated', ' people shopping', ' a busy arcade', ' busy crowds', ' artists rendition', ' bustling with people', ' mall background', ' artistic rendering', ' artist rendition', ' stylized digital illustration', ' on a sunny day', ' painting of', ' commercial illustration', ' by Echo Chernik', ' by Susan Heidi', ' large crowd', ' edited']"
739,"science fiction, awkward flustered brilliant stoic heroic blonde butch injured tomboy woman engineer with very short slicked - back blonde hair, ripped flight suit, on the set of john carter, smooth, extremely detailed, cinematic lighting, illustration, digital art, crepuscular ray, trending on artstation, art by greg rutkowski, golden ratio ","['a woman holding a gun on top of a desert', ' rey', ' lucasfilm jesper ejsing', ' elle fanning as an android', ' solo female character', ' wojtek fus', ' sci-fi female', ' rendered in corona', ' portrait of a sci - fi woman', ' cinematic goddess body shot', ' sci fi female character', ' blonde female jedi', ' amazing 8k character concept art']"
740,"fma stormtrooper and a ninja turtle having coffee in a french cafe, film still from a quentin tarantino movie, vivid dramatic lighting, color play, symmetry, artistic shot, high quality photograph ","['a couple of figurines sitting at a table', ' toy photography', ' stormtroopers', ' droids', ' stormtroopers sitting around it', ' inspired by Ralph McQuarrie', ' stop motion', ' stop - motion', ' claymation style', ' hd star wars photo', ' cinematic shot!', ' stop motion vinyl action figure', ' british stopmotion', ' by Andrei Kolkoutine', ' black mos eisley']"
741,"byzantine gothic aristocrat, masked, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","['a woman wearing a black and white mask', ' tom bagshaw donato giancola', ' artstyle tom bagshaw', ' karol bak of emma watson nun', ' tom bagshaw artstyle', ' art tom bagshaw', ' artgerm and tom bagshaw', ' tom bagshaw portrait', ' natalie shau tom bagshaw', ' yuri shwedoff and tom bagshaw']"
742,"the church of sacrifice. sheep, there is a sacrifice, the moon, moonlight, highly detailed, renaissance painting, 4 k, matte painting ","['a painting of a group of sheep in front of a building', ' by Domenichino', ' by Piero di Cosimo', ' inspired by Domenichino', ' classicism oil painting', ' by Lorenzo Lotto', ' neoclassical paintings', ' neoclassicist painting', ' neo - renaissance', ' spiritual scene', ' neoclassical painting', ' by Jacopo Bellini', ' biblical painting', ' neoclassic oil painting']"
743,"hyperrealist, studio ghibli dull colors portrait from close encounters of the third kind 1 9 7 7 of two multi - colored pocketwatch scientists swaying in a jungle bubble monument valley stonehenge. ","['a man and a woman standing in front of a spaceship', ' moebius + loish', ' beeple and jean giraud', ' moebius and kilian eng', ' inspired by roger deakins', ' inspired by Brothers Hildebrandt', ' michael whelan and tomer hanuka', ' lofi art', ' inspired by Josan Gonzalez', ' inspired by the Brothers Hildebrandt', ' on a desert planet']"
744,"failed experiment [ morbid macabre creature ]!!, trending on artstation, by anton nazarenko!!, contest winner, horror art, concept art, character design, creature design!!, dark lighting, photorealism ","[""a drawing of a skull with horns on it's head"", ' horror concept art', ' dug stanat macabre art', ' macabre art', ' skeleton-like creature', ' skeleton - like creature', ' eerie highly detailed', ' horror fantasy art', ' stefan koidl inspired', ' detailed 4k horror artwork', ' photorealistic dark concept art', ' creepy mutant flesh creature', ' by Todd Lockwood', ' creepy creature']"
745,human goth groot ; adult male 3 0 years ; glowing green eyes ; scientist ; smug ; sharp face ; slender ; vampire ; wearing a high tech set of heavy metal armour ; robot ; trending on artstation ; high detail ; digital art ,"['a drawing of a man with glowing green eyes', ' vecna from stranger things', ' cyberpunk robotic elvish queen', ' cyberpunk medusa', ' green body. red eyes', ' holy cyborg necromancer girl', ' depraved cybernetic demon', ' cyberpunk angry gorgeous druid', ' cybernetic glowing', ' full portrait of electromancer', ' darksynth character portrait']"
746,"man hating his printer, office in miniature, office walls sprayed and tagged with graffityand edding markers, in the style of beksinski, parts by edward hopper, parts by michael sowa, parts by yue minjun, intricate composition by bosch, red by caravaggio, insanely quality and details, masterpiece ","['a man sitting on a bench in front of a red door', ' inspired by Ivan Generalić', ' kilian eng. mœbius', ' by Krzysztof Boguszewski', ' michael hutter', ' inspired by Krzysztof Boguszewski', ' inspired by John Brack', ' by Rafael Ritz', ' sergey zabelin']"
747,a portrait painting of jennie cuen ,"['a painting of a woman with long black hair', ' inspired by Matsui Fuyoko', ' portrait of christy ren', ' portrait of mulan', ' inspired by Ina Wong', ' closeup painted portrait', ' inspired by helen huang', ' inspired by Li Fangying', ' inspired by Gao Qipei', ' close up portrait', ' asian woman', ' medium close up portrait', ' inspired by Wang Meng']"
748,"highly detailed oil painting of saint bernie sanders very intricate, cinematic lighting, award - winning, the good spirit of god, by roberto ferri, by artgerm, tom bagshaw, by j. c. leyendecker and klimt, beautiful cinematic light, american romanticism, by austin osman spare, artstation, cgsociety, official art, octane ","['a painting of a man holding a trophy', ' portrait of bernie sanders', ' inspired by Ed Benedict', ' portrait of the holy father', ' bernie sanders', ' inspired by Bernie D’Andrea', ' by Ben Zoeller', ' muscular bernie sanders', ' bernie', ' 2 0 2 0 award winning painting', ' award painting', ' portrait of hide the pain harold', ' by Ed Benedict', ' award - winning painting']"
749,"batman driving a school bus in a zoo, advertisement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ","['a yellow bus driving down a street next to a tree', ' yellow school bus', ' official screenshot', ' microbus', ' in the background', ' animation film still', ' pc screenshot', ' beautiful screenshot', ' videogame still', ' desktop background', ' background artwork', ' stunning screenshot', ' videogame screenshot', ' from sam and max', ' gorillaz', ' high quality screenshot', ' roblox screenshot', ' point-and-click adventure game']"
750,"glen coe sunset inside a glass jar, matte painting, contest winner, photorealistic, cinematic, terragen ","['a sunset over a valley with a small stream', ' sunset in a valley', ' beautiful render of a landscape', ' beautifully lit landscape', ' beautiful mattepainting', ' scottish highlands', ' stunning landscape', ' photorealistic landscape', ' breathtaking landscape', ' in a vast serene landscape', ' terragen', ' breathtaking scenery', ' stunning scenery', ' inspired by Raphael Lacoste', ' by Raphael Lacoste', ' an epic landscape', ' epic landscape']"
751,"photo of a programmer composed of wires at the monitor, realistic shaded lighting poster by ilya kuvshinov, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey ","['a woman with headphones on looking at the camera', ' the cyberpunk girl portrait', ' cyberpunk portrait', ' cyberpunk style ， hyperrealistic', ' hyper-realistic cyberpunk style', ' digital art ilya kuvshinov', ' cyberpunk art style', ' cyberpunk artstyle', ' cyberpunk vibes', ' portrait of a cyberpunk machine', ' cyberpunk woman', ' in cyberpunk style', ' cyberpunk jackie welles', ' cyberpunk digital painting']"
752,oil painting by vermeer of a girl wearing a single pearl earring. ,"['a painting of a girl with a pearl earring', ' inspired by Johannes Vermeer', ' girl with pearl earring', ' girl with a pearl earringl', ' girl with the pearl earring', ' girl with a pearl earring', ' vermeer lighting', ' inspired by Vermeer', ' pearl earring', ' dutch masterpiece', ' ( ( ( ( ( vermeer ) ) ) ) )', ' johannes vemeer']"
753,"a headshot of a bobby shmurder with dreadlocks, made of fractals facing each other, ultra realistic, wide angle, intricate details, the fifth element artifacts, highly detailed by peter mohrbacher, hajime sorayama, wayne barlowe, boris vallejo, aaron horkey, gaston bussiere, craig mullins ","['a man with dreadlocks and piercings on his face', ' dread + highly detailed', ' by Sam Spratt', ' greg manchess', ' lama with dreadlocks', ' african cyberpunk wizards', ' inspired by Sam Spratt', ' painting by android jones', ' by László Balogh', ' humanoid portrait', ' portrait of a robot shaman', ' djinn human hybrid']"
754,"liv tyleer as an ethereal ghost rising from a lake holding a sword in her exterded right arm, hauting, mistical, myth ","['a woman in a white dress holding a sword', ' she is holding a sword', ' long sword in her hand', ' imogen poots as a holy warrior', ' holding a sword on her shoulder', ' a still of an ethereal', ' a stunning young ethereal figure', ' cinematic goddess shot', ' imogen poots as holy paladin', ' the blade dancer', ' key art', ' holding sword']"
755,"an anatomically correct cybertronic human heart, biomechanical, made of blue metal, reflective, octane render ","['a blue heart with the letter s on it', ' heavy jpeg artifact blurry', ' world of warcraft spell icon', ' mana flowing around it', ' tiny gaussian blur', ' avatar image', ' background bar', ' some background blur', ' stylistic blur', ' unblur', ' favicon', ' deblur', ' heavy jpeg artifact', ' desktop background', ' blue image', ' blurry image', ' gaussian blur', ' blue blurred']"
756,"creation of a small universe, studio lighting, golden ratio, details, masterpiece, fine art, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, featured, by claude monet and vincent van gogh ","['the sun is shining brightly over the water', ' multiple moons glowing', ' golden orbs', ' golden orbs and fireflies', ' multiple moons', ' brown atmospheric lighting', ' glowing light orbs', ' golden dappled dynamic lighting', ' moon shining golden light', ' distant glowing figures', ' warm lights', ' glowing lights! digital painting', ' planets behind', ' gold dappled lighting', ' glowing lights', ' lights on ceiling']"
757,"a gauguinesque, plumping painting of apples and pitcher on table in room with green background by paul cezanne, flickr contest winner, fauvism, fauvism, picasso, painterly ","['a painting of apples and a pitcher on a table', ' cézanne style', ' by Paul Cezanne', ' by Cézanne', ' by Paul Cézanne', ' by Alexander Deyneka', ' inspired by Paul Cézanne', ' inspired by Cézanne', ' post impressionism', ' inspired by Paul Cezanne', ' by August Macke', ' still life of an apple']"
758,"1 9 8 0 s synthwave liminal space, miami police station interior. cheap minimalist tv film set ","['a conference room with a table and chairs', ' in a meeting room', ' inspired by Thomas Struth', ' the backrooms are empty', ' wim crouwel', ' meeting room', ' backrooms liminal space', ' by Joan Tuset', ' interior photograph', ' ready for a meeting', ' photographic still', ' set photograph', ' an empty backroom at night', ' in an empty black room']"
759,"animation still frame of an attractive female pirate ( short black hair ), high angle closeup portrait, blurry background of the library, disney, pixar, bloom, medium shot, dramatic lighting, in the style of studio ghibli, j. c. leyendecker, greg rutkowski, artgerm ","['a woman in a sailor outfit holding a bird', ' bioshock infinite art style', ' disney art style', ' detailed fanart', ' background artwork', ' official fanart', ' lofi bioshock steampunk portrait', ' stylized digital illustration', ' lofi steampunk bioshock portrait', ' in style of disney animation', ' disney artstyle', ' character portrait closeup', ' stylized portrait', ' closeup character portrait', ' bioshock infinite style']"
760,"european woodcut of a wooden sailing vessel on a stormy, turbulent sea maelstrom on a moonlit night. high quality art. light and shadow. blue ink on white canvas. ","['a picture of a boat in the water', ' a woodcut', ' blue woodcut print', ' by Edward Wadsworth', ' woodcut print', ' by Isobel Heath', ' woodcut', ' linocut wood block print', ' german expressionist woodcut', ' linocut print', ' linocut art', ' woodcut art', ' in rough seas with large waves', ' by Robert MacBryde', ' linocut']"
761,portrait of a beautiful winged goddess with horns and ornate black dress by tom bagshaw ,"['a painting of a woman with wings on her head', ' artstyle tom bagshaw', ' by tom bagshaw and boris vallejo', ' inspired tom bagshaw', ' art tom bagshaw', ' natalie shau tom bagshaw', ' tom bagshaw donato giancola', ' tom bagshaw artstyle', ' style of tom bagshaw', ' gothic art', ' inspired by Tom Bagshaw']"
762,hybrid animal cross between mccaw parrot and peacock with long feathers detailed painting 4 k ,"['a close up of a colorful bird with feathers', ' colorful plumage', ' peacock colors', ' peacock', ' realistic colorful photography', ' sparkling bird eyes', ' beautiful feathers', ' highly colorful', ' vivid colors!', ' parrot', ' vivid colors!!', ' colorful hd picure', ' beautiful colorful', ' tropical bird feathers', ' colourful', ' feathered', ' prideful look', ' very colourful', ' highly contrasted colors']"
763,justin sun in handcuffs ,"['a man with a watch on his wrist', ' paul kwon', ' hong june hyung', ' hyung tae', ' kim jung gi', ' hyung tae kim', ' inspired by Joong Keun Lee', ' seseon yoon', ' john park', ' korean artist', ' inspired by Gang Se-hwang', ' ji-min', ' hyung-tae kim', ' hyung - tae kim', ' jung gi kim', ' jisu choe']"
764,"close up of otter making a disgusted!!! face, disgusted otter, wincing, canon eos r 3, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited, symmetrical balance, in - frame ","['a close up of an otter swimming in a body of water', ' cute otter', ' otter', ' anthropomorphic furry otter', ' beaver', ' anthropomorphic otter in costume', ' shutterstock', ' proud looking', ' looking straight to the camera', ' closeup portrait shot', ' looking straight to camera', ' inquisitive look', ' well focused', ' serene expression', ' closeup photo', ' glare on the water']"
765,"afghan empress, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","['a woman with a crown on her head', ' fantasy concept art portrait', ' cgsociety portrait', ' fantasy character portrait', ' detailed matte fantasy portrait', ' epic fantasy art portrait', ' fantasy portrait art', ' epic exquisite character art', ' character concept art portrait', ' fantasy art portrait', ' portrait of female paladin', ' stunning character art', ' alexandra fomina artstation', ' character art portrait', ' portrait of a female mage']"
766,a self portrait by van gogh and klimt ,"['a man in a yellow suit and a woman in a blue dress', ' goro', ' portrait of tintin', ' inspired by Évariste Vital Luminais', ' seurat', ' goro and kunkle', ' neo - impressionism', ' portrait of rick and morty', ' inspired by Georges Seurat', ' impressionist artists', ' inspired by Hugo Simberg', ' composer', ' portrait of sigmund freud']"
767,"a gigantic evil glowing green orb with dark magic, extremely detailed, fantasy art, dramatic lighting, d & d, high quality, ","['a woman standing in front of a giant green ball', ' world of warcraft splash art', ' world of warcraft art', ' detailed digital 2d fantasy art', ' epic fantasy digital art style', ' an ominous fantasy illustration', ' world of warcraft art style', ' world of warcraft concept art', ' 4k fantasy art', ' digital 2d fantasy art', ' world of warcraft elven druid', ' fantasy artwork']"
768,"crystal coffin, chains, wood, by wlop, by luis royo, by peter mohrbacher, concept art, digital illustration, intricate, masterpiece, elegant, hyper detailed, ray trace, unreal engine, beautifully lit, cinematic, soft light, photorealistic, realistic, glossy ","['a woman sitting on a chain in a forest', ' karol bak uhd', ' dark fantasy style art', ' in style of dark fantasy art', ' fantasy dark art', ' dark fantasy art', ' dark fantasy artwork', ' detailed fantasy art', ' fantasy woman', ' yoshitakka amano karol bak', ' gothic fantasy art', ' hd fantasy art', ' karol bak and peter mohrbacher']"
769,westworld series ,"['a man and a woman wearing hats in a desert', ' westworld style', ' cinematic still of westworld', ' cinematic still in westworld', ' westworld', ' in the show westworld', ' an epic western', ' [ western film ]', ' western film', ' style jean giraud', ' style of a clint eastwood movie', ' western', ' 4 k wild west', ' in a style blending æon flux', ' giraud!', ' deadlands']"
770,"neo - tokyo street between pyramids of egypt, digital art, 3 2 k, cyberpunk, landscape, pyramids of egypt background ","['a person walking down a street in a city', ' futuristic street', ' futuristic city street', ' art deco outrun anime aesthestic', ' retrofuturistic digital painting', ' colorful dystopian futurism', ' kilian eng vibrant colors', ' in a futuristic cyberpunk city', ' kilian eng vibrant colours', ' cyberpunk city street background', ' detailed neon cyberpunk city', ' geometric futuristic cityscape', ' inspired by Syd Mead', ' in cyberpunk city']"
771,a biomechanical hand with morning glories growing from it ,"['a drawing of a hand with a skeleton like structure', ' high detail of a hand', ' extreme hand detail', ' fine cyborg lace', ' white biomechanicaldetails', ' white biomechanical details', ' cybernetic hands', ' biomechanical pattern', ' bionic implants', ' biomechanical garment', ' biomechanical details', ' intricate transhuman', ' biomechanical and intricate']"
772,"realistic portrait of a beautiful older teenage girl, wavy brown hair and bangs, a slightly big but soft and round jaw, realistic eyes ","['a woman with a short brown hair is posing for a picture', ' realistic digital painting', ' realistic cute girl painting', ' photorealistic digital painting', ' detailed beauty portrait', ' realistic studio portrait', ' hyperrealistic teen', ' photorealistic portrait', ' realistic portrait photo', ' detailed beautiful portrait', ' detailed color portrait', ' photorealistic beautiful face', ' airbrush digital oil painting', ' ultra realistic digital painting', ' gorgeous digital painting']"
773,"fire princess adventure time, flash surrounded by starlight, moon behind, chinese fantasy, intricate complexity, elegant, hyper detailed, scattered diffusion, ultra definition, photoreal, artstation, unreal engine rendered, concept art, smooth, sharp focus, illustration, art by artgerm and pendleton ward and alphonse mucha and garis edelweiss ","['a woman with long red hair and a crown on her head', ' alphonse mucha and rossdraws', ' appears as the fire goddess', ' beautiful celestial mage', ' in the art style of mohrbacher', ' holy fire spell art', ' anime fantasy illustration', ' alice x. zhang', ' artgerm and ruan jia', ' red haired goddess', ' inspired by Ai Xuan', ' fire goddess']"
774,mar - a - lago fbi raid lego set ,"['a box of legos with a building inside of it', ' neoclassical police station', ' mar-a-lago fbi raid lego set', ' mar - a - lago fbi raid lego set', ' lego set', ' lego', ' lego city', ' legos', ' neo classical architecture', ' brand new lego set ( 2 0 2 1 )', ' made of lego', ' no gradients', ' package cover', ' lego style']"
