,prompt,clip_inter
371,"zoomed portrait of tin toy fuzzy kaiju moth dragons wearing armour in victorian london, nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank frazetta, depth of field, detailed and intricate gothic environment, 8 k resolution, hyperrealistic, octane render ","['a close up of a robot with a dragon head', ' cute elaborate epic robot', ' with robot dragon head', ' steampunk world spikes', ' detailed steampunk illustration', ' steampunk illustration', ' digital steampunk art', ' high quality steampunk art', ' steampunk robot ant', ' style of greg simkins', ' steampunk robot', ' steampunk robot scorpion', ' evil robot', ' steampunk art', ' a dragon made of machine parts']"
372,weirdest cute glowing critters in a forest cabin havin a tea party surreal art digital painting digital illustration style of hieronymus bosch style of salvador dali style of magic the gathering ,"['a painting of a group of animals sitting around a table', ' a forest with bunnies', ' alexander jansson style', ' inspired by Victor Brauner', ' inspired by Alexander Jansson', ' board game cover art', ' lan mcque', ' whimsical surrealism', ' surreal tea party', ' surreal painting', ' mythical whimsical creatures', ' benjamin lacombe', ' surrealistic painting', ' fantasy artrealistic painting', ' lowbrow pop surrealism']"
373,elsa frozen trash metal album ,"['a poster for the animated movie elsa', ' elsa', ' official artwork', ' frozen klaus film', ' frozen ii klaus film', ' cover art', ' animated film', ' movie poster character', ' animated movie', ' evil album cover', ' disney movie poster', ' movie artwork', ' album cover', ' official poster artwork', ' epic album art cover', ' elsa frozen', ' poster artwork', ' 3 d animated movie', ' official poster', ' animation film']"
374,"rick and morty characters, the last supper by leonardo da vinci ","['a painting of the last supper of jesus', "" called 'the last supper'"", ' !!posing_as_last_supper', ' last supper realistic robot', ' last supper', ' the last supper', ' last supper composition', ' the last supper painting', ' dnd last supper', ' aliens in the last supper', ' in da vinci style', ' biblical art style', ' ultra realistic masterpiece', ' amazing', ' by Scott Gustafson']"
375,"heavilly armored dwarven woman inside stony halls, dungeons and dragons, lord og the rings, dragon age, soft lighting, cinematic, proud and strong woman, sharp focus, highly detailed, intricate, masterwork illustration by jeff easley ","['a woman dressed in armor holding a sword', ' portrait of female paladin', ' female redhead templar', ' dwarven woman', ' female dwarven warrior', ' fantasy paladin woman', ' female dwarven noblewoman', ' female paladin', ' picture of female paladin', ' female dwarven woman', ' portrait knight female', ' female cleric', ' elisha cuthbert as a d&d paladin']"
376,eagle with peacock feather wings hybrid mixed bird long flowing feathers detailed painting 4 k ,"['a painting of an eagle with colorful feathers', ' outstretched wings', ' feathery wings', ' feathered wings', ' huge feathery wings', ' wispy gigantic wings', ' majestic wings', ' artwork of a phoenix', ' symetrical wings', ' phoenix rising', ' iridescent wings', ' raven wings', ' eagle wings', ' feathered', ' majestic symmetrical eagle wings', ' dark feathered wings', ' wings spread', ' spread wings']"
377,"alien planet, colorful plantlife, overgrown, glacial lake, landscape photography by marc adamus, dramatic lighting, alien plants and trees, cold, beautiful, dramatic, ","['a colorful landscape with a lake and mountains in the background', ' extraordinary colorful landscape', ' scenic colorful environment', ' magical colors and atmosphere', ' surreal colors', ' colorful otherworldly trees', ' fantasy magical vegetation', ' impressive fantasy landscape', ' epic dreamlike fantasy landscape', ' rich picturesque colors', ' incredible colors', ' magical colours and atmosphere', ' beautiful art uhd 4 k', ' in a surreal dream landscape', ' fantastic landscape']"
378,"[ bugs bunny ] as [ a muppet ], muppet! art style, trending on [ cgsociety ]!, artstation contest winner, [ 4 k ], intricate, [ portrait ]! ","['a cartoon rabbit wearing a yellow jacket and a purple bow tie', ' portrait of a bugs bunny', ' anthropomorphic rabbit', ' “portrait of a cartoon animal', ' rabbt_character', ' sam and max', ' from sam and max', ' cute anthropomorphic bunny', ' inspired by Rudolph Belarski', ' saul goodman as a muppet', ' rabbit face only']"
379,"realistic portrait beautiful painting of japanese owl, normal bird feathers, wearing swag glasses. full body, fine art, trending on artstation, smooth draw, sharp focus, digital art, bright colors, fine draw, perfect lighting, high render, high resolution. ","['a brown and white owl with green eyes', ' spotted ultra realistic', ' realistic highly detailed', ' closeup portrait', ' highly detailed realistic', ' ultra realistic illustration', ' ultra detailed painting', ' the wisest of all owls', ' photorealistic - h 6 4 0', ' full close-up portrait', ' highly detailed painting', ' highly detailed-h 704', ' extremely highly detailed', ' ultrarealistic illustration']"
380,"li shang [ shirtless ]!!, trending on artstation, front view!!, portrait!!, contest winner, intricate, [ 4 k realism ]!!, oil painting by greg rutkowski, gaston bussiere, full body!! ","['a painting of a man with no shirt on', ' upper body portrait', ' torso portrait', ' inspired by Yanjun Cheng', ' by Yanjun Cheng', ' shirtless :: high detail', ' inspired by Russell Dongjun Lu', ' head and upper body portrait', ' by Russell Dongjun Lu', ' detailed torso', ' inspired by Joong Keun Lee', ' yanjun chengt', ' by Li Zai']"
381,"a full character painting of a grey seer skaven holding a ceremonial staff, rat person, vermintide, zdzislaw beksinski, lewis jones, dariusz zawadzki, wayne barlow, warhammer fantasy, cold hue's, warm tone gradient background, concept art ","['a drawing of a cat with a staff and a snake', ' attractive tiefling druid', ' alluring tiefling druid', ' cernunnos', ' tiefling', ' by Tadeusz Pruszkówski', ' by Tomasz Jedruszek', ' horned god', ' krampus', ' beastman concept', ' hyperdetailed fantasy character', ' tiefling bard', ' complex fantasy character']"
382,"a a man playing an invisible cello to destroy demons, demons surround the man, spiritual emanations, ghosts, skulls, roses, rain, cafe setting, beautiful classical ornament, framed, tarot card, immense landscape, alpay efe, wlop, alessio albi ","['a man standing in front of a painting of two men', ' by Kurt Roesch', ' surreal dark art', ' by Kristian Kreković', ' photo manipulation', ' stefan gesell', ' by Eugeniusz Zak', ' by Ludwik Konarzewski Jr', ' by Aleksander Kobzdej', ' dark surreal art', ' dramatic artwork', ' abstract occult epic composition']"
383,[ bear ] eating [ a honey sandwich ]! sitting on a picnic blanket trending on artstation 4 k intricate cgsociety contest winner award winning digital art vibrantly radiant lighting bloom effect golden ratio vignette ,"['a painting of a teddy bear holding a plate of food', ' bear with scales', ' portrait of anthropomorphic bear', ' teddy bear', ' adorable digital painting', ' by Adam Marczyński', ' by Ludwik Konarzewski', ' andrey gordeev', ' by Aleksander Gierymski', ' wallpaper - 1 0 2 4', ' cute detailed digital art']"
384,"a serene landscape of a magical fantasy tower by ross tran, isometric, rhads, tim hildebrandt, cinematic lighting, extremely detailed, concept art, trending on artstation, behance hd, wide shot, clouds by phil koch ","['a painting of a castle on a hill', ' impressive fantasy landscape', ' giant medieval tower concept art', ' fantasy matte painting，cute', ' hearthstone concept art', ' medieval fantasy landscape', ' inspired by Andreas Rocha', ' fantasy art landscape', ' mage tower far away', ' world of warcraft art style', ' blizzard hearthstone concept art', ' an epic landscape', ' detailed digital 2d fantasy art', ' epic fantasy landscape']"
385,"beautiful regal blue chicken hen centered, artwork by james jean, hyper detailed realistic smooth polished porcelain, jean delville, art nouveau, gustav klimt, ornate copper patina gothic icon, james jean, ultrasharp hyperdetailed photorealistic octane render ","['a blue rooster is standing on a brown background', ' rooster', ' cocky smirk', ' cocky', ' the king of rooster', ' anthropomorphized chicken', ' cocky expression', ' illustration of a rooster', ' rooster!!!!', ' by Jason Benjamin', ' by Don Reichert', ' blue phoenix bird', ' ”ultra realistic', ' by Meredith Dillman', ' adrian borda']"
386,"anime. cell shader. close - up goldfish - themed space ship traveling through nebula, in the style of macross, soft ambient light. high definition. high detail. 8 k wallpaper. backdrop of galaxy. cinematic lighting. cinematic perspective. cinematic color. theatrical. ","['a goldfish swimming in a blue and purple space', ' floating goldfish', ' goldfish', ' the stars are fish in the depths', ' fish are glowing in the ocean', ' golden fish in water exoskeleton', ' koi fish floating in space', ' fish swimming around', ' hd wallpaper', ' wallpaper - 1 0 2 4', ' wallpaper 4 k', ' wallpaper 4k', ' high-quality wallpaper', ' wallpaper hd']"
387,"mysterious detailed cgi matte painting of a ciara the space empress of the andromeda, by ellen jewett, alessio albi | symmetrical features, photorealism, stunning, ornate, royally decorated, organic, growth, whirling gasses, glowing particles, refractive adornments, colorful torn nebulas, radiant vibrant colors ","['a woman standing on top of a tall tree', ' detailed fantasy digital art', ' 4k highly detailed digital art', ' beautiful fantasy art', ' very beautiful fantasy art', ' detailed fantasy art', ' 4 k detail fantasy', ' beautiful detailed fantasy', ' beautiful digital artwork', ' beautiful art uhd 4 k', ' ethereal fantasy', ' breathtaking fantasy art', ' 4k fantasy art', ' fantasy art behance']"
388,"wanda maximoff splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ","['a woman in a red dress holding a flower', ' peter mohrbacher style', ' style of peter mohrbacher', ' charlie bowater rich deep colors', ' peter mohrbacher artstyle', ' in style of peter mohrbacher', ' artgerm julie bell beeple', "" peter mohrbacher''"", ' in the art style of mohrbacher', ' pete mohrbacher']"
389,"biohazard portrait of raymond lee francis, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","['a close up of a person with a face', ' extreme detailed face', ' extreme detailed face and body', ' extremely high detailed face', ' sharp high detail face', ' high detailed face', ' detailed human face', ' sharp detailed face', ' highly detail face', ' highly detailed face', ' extremely detailed face', ' detailed realistic face', ' cinematic realistic portrait', ' closeup character portrait', ' realistic face and details']"
390,"synthwave symmetric frontal view digital portrait nanopunk space pirate, biorobotic legendary thief, epic apex legends concept, retro futuristic skull vr helmet prototype cyberware, beksinski mohrbacher shirow, sharp focus, realistic scifi masterpiece, cinematic natural light, highly intricate details, 8 k, hdr, octane render ","['a robot with glowing eyes and a skull head', ' portrait of a cyber skeleton', ' cyberpunk skeleton', ' cyber skeleton', ' greg beeple', ' hyper-realistic cyberpunk style', ' cyberpunk art style', "" 8 0's style tomasz alen kopera"", ' style hybrid mix of beeple', ' beeple artwork', ' detailed cyberpunk illustration', ' in style of beeple', ' cyberpunk horror style']"
391,"a sketch drawing of a hamster in a fruit basket, ","['a drawing of a hamster in a basket with apples', ' hamster', ' hamsters', ' hand drawn illustration', ' cross - hatching', ' vignette illustration', ' portfolio illustration', ' detailed hatching', ' pencil drawing illustration', ' inspired by Beatrix Potter', ' realistic illustration', ' wildlife illustration', ' cross hatching', ' hypperrealistic illustration', ' illustration in pen and ink', ' illustration in pen an ink']"
392,rod serling floating in the twilight zone ,"['a black and white photo of a man in a suit', ' still from the twilight zone', ' still photo of james bond', ' johnny cash', ' sean connery as big boss', ' inspired by Yousuf Karsh', ' by Yousuf Karsh', ' sean connery', ' in profile', ' villain', ' menacing look', ' twilight zone', ' by Harvey Pratt', ' inspired by Glennray Tutor', ' ray trace']"
393,"oil matte portrait, a man wearing brown rags clown wig clown nose holding a big shoe. digital painting, fantasy, concept art, cinematic colors, realistic shaded. by ilya kuvshinov, magali villeneuve, artgerm, greg rutkowski ","['a man in a clown mask holding a fire', ' full-body character portrait', ' full body character portrait', ' full - body portrait of a ranger', ' character full body portrait', ' realistic character concept', ' full body portrait', ' full length character', ' full body character', ' fullbody portrait', ' detailed full body portrait', ' disco elysium character', ' unrealistic character concept', ' detailed full body concept']"
394,marine le pen still from midsommar ,"['a group of people standing in a field', ' midsommar - t', ' midsommar', ' midsommar style', ' portrait of marine le pen', ' political meeting in the woods', ' still image from tv series', ' from the tusk movie', ' minna sundberg', ' angela merkel as thanos', ' by Eero Snellman', ' sandra pelser', ' by Anato Finnstark']"
395,"symmetry! a detailed close up portrait of a young man with brown long hair, shirtless, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, caustic lighting, detailed and intricate environment ","['a young man with a messy haircut and blue eyes', ' fantasy male portrait', ' closeup character portrait', ' stunning digital illustration', ' fantasy art smug smile man', ' detailed character portrait', ' gorgeous digital painting', ' character art portrait', ' cgsociety portrait', ' digital fantasy portrait', ' stylized portrait', ' digital character painting', ' detailed matte fantasy portrait', ' painted character portrait', ' artwork in the style of guweiz']"
396,"an evil angry llama behind bars, red lighting, atmospheric, bokeh ","['a goat behind a fence with a red background', ' llama head', ' portrait of a llama', ' llama portrait', ' the devastating wise goat', ' by Elsa Bleda', ' llama', ' photo of ghost of anubis', ' llama anthro portrait', ' inspired by Elsa Bleda', ' lama', ' 🦑 design', ' red mesh in the facede', ' wretched camel', ' taken in zoo']"
397,"big trouble in little china surrounded by starlight, moon behind him, chinese fantasy, intricate, elegant, hyper detailed, ultra definition, photoreal, artstation, unreal engine rendered, concept art, smooth, sharp focus, illustration, art by artgerm and pendleton ward and alphonse mucha and garis edelweiss ","['a movie poster with a man holding a sword', ' james jean marc simonetti', ' big trouble in little china', ' inspired by Jeremy Chong', ' final fantasy fan art', ' josan gonzales and dan mumford', ' highly detailed exquisite fanart', ' rob rey and kentaro miura style', ' high fantasy art movie poster', ' movie artwork', ' ross tran and michael whelan', ' drew struzan illustration art']"
398,"epic 3 d, wild cables spiraling, plum and teal peanut butter melting into circuitboards and trees, liquid, bubbles, crystals, houdini sidefx, artstation trending, by jeremy mann, jamie hewlett and ilya kuvshinov ","['a very strange looking structure with wires and wires', ' intricate artwork. octane render', ' 4k highly detailed digital art', ' intricate abstract. cyberpunk', ' digital art 4k unsettling', ' style hybrid mix of beeple', ' connected with glowing tubes 8 k', ' 3d abstract render overlayed', ' dmt imagery. octane render', ' 3d render digital art', ' intricate digital painting']"
399,"lizard people and mark zuckerberg kissing feet of their dolphin overlord, artstation, detailed digital art ","['a man in a purple suit holding a tennis racquet', ' heavy jpeg artifact blurry', ' tiny gaussian blur', ' zoomed out full body', ' some background blur', ' normal map', ' stylistic blur', ' smooth purple skin', ' 16k upscaled image', ' solid background', ' background(solid)', ' thick smooth warframe legs', ' blurry image', ' distorted pose', ' deblur']"
400,beautiful portrait of a cat wearing long tailored coat and boots with a pirate hat by rembrandt ,"['a painting of a cat wearing a hat', ' portrait of a cat as a pirate', ' cat with a hat', ' inspired by Carel Fabritius', ' in tricorn hat', ' cat with a pearl earring', ' inspired by Johannes Fabritius', ' anthropomorphic cat', ' in a painting of a cat', ' in a high renaissance style', ' animal wearing a hat']"
401,"anthro - lynx, human with head of lynx, trending on artstation, concept art ","[""a close up of a cat's face with a black background"", ' anthropomorphic lynx', ' digital art animal photo', ' lynx', ' 4 k hd fur face!!!', ' hyper detailed wolf - like face', ' highly detailed animal', ' cat. digital painting', ' dramatic cinematic detailed fur', ' “portrait of a cartoon animal', ' realistic. detailed fur', ' highly detailed fur', ' young woman with lynx head']"
402,"a black and white pencil drawing of a person being taken apart in an isometric cube, projections of the cube to all sides, detailed intricate realistic drawing, thick lines ","['a black and white drawing of a person on a box', ' inspired by MC Escher', ' inspired by M. C. Escher', ' inspired by M.C. Escher', ' mc escher style', ' an optical illusion drawing', ' inspired by Ernő Rubik', ' pen and ink on paper', ' escher style', ' ink on paper', ' an ink drawing']"
403,"rocket blasting off from mars, by moebius and geof darrow, detailed, fractal, cinematic ","['a spaceship flying over a desert area with a rock formation', ' in the iconic style of moebius', ' moebius art', ' moebius artwork', ' by jean moebius giraud', ' inspired by jean moebius giraud', ' kilian eng. mœbius', ' moebius comic style', ' moebius. rich colors', ' geof darrow art', ' in style of moebius']"
404,"epic, grand, yosemite amusement park ","['a ferris wheel with many different colored rides', ' amusement park attractions', ' ferris wheel', ' ( ferris wheel )', ' amusement park', ' rides', ' fairground rides', ' amusement park interior design', ' amusement park buildings', ' theme park', ' bright colors ultrawide lens', ' california;', ' wheel', ' spinning whirlwind', ' crazy racer spinning', ' carnival', ' outdoor fairgrounds', ' wide angle lens photography', ' a beautiful']"
405,"light souls by fromsoftware, cheerful, healing, spiritual, colorful, fantasy landscape, castle, healer, paradise, heaven, masterpiece, highly detailed, 4 k, concept art, beautiful, artstation ","['a painting of a castle in the middle of a forest', ' beautiful render of a fairytale', ' fantasy highly detailed', ' magic fantasy highly detailed', ' beautiful detailed fantasy', ' colorfull digital fantasy art', ' fantasy art landscape', ' fantasy matte painting，cute', ' fantasy painterly style', ' fantasy castle', ' beautiful fantasy painting', ' detailed fantasy digital art', ' fantasy painting hd', ' magical landscape', ' fantasy beautiful']"
406,"god of gold, sculpted in shining ebony, bust, rococo, in the style of moebius, artstation, greg rutkowski, artgerm, rockwell, wlop, tom bagshaw, and waterhouse, purple skin, perfect face, expressive eyes, sharp focus, cinematic lighting, beautiful, elegant, oil painting, ","['a statue of a woman with a crown on her head', ' cinematic bust portrait', ' 3 d sculpture 8 k octane render', ' 3 d sculpture octane render 8 k', ' cinematic close-up bust shot', ' cinematic bust shot', ' baroque vaporwave statue', ' digital sculpture', ' sculpted in zbrush', ' realistic 8k bernini sculpture', ' close up bust shot', ' colored zbrush render']"
407,"donald trump as a fat geralt of rivia from the witcher movie, dramatic film still, close - up, details, sigma 7 5 mm, 8 k ","['a close up of a person with a fake face', ' donald trump in skyrim', ' donald trump in dark souls', ' donald trump as thor', ' donald trump as a knight', ' donald trump is a space marine', ' portrait of trump', ' donald trump as thanos', ' donald trump as baron harkonnen', ' donald trump in fortnite', ' donald trump as jabba the hutt', ' donald trump fortnite skin']"
408,"hybrid animal cross between lion cub and fluffy tabby kitten, cute, long fur, background of peacock feathers, detailed magical realism painting 4 k - n 4 ","['a painting of a lion cub sitting in a tree', ' adorable digital painting', ' digital art animal photo', ' cute detailed digital art', ' cute digital art', ' cute lion', ' cute animal', ' dream animal cute eyes', ' digital painting highly detailed', ' digital airbrush painting', ' airbrush digital oil painting', ' airbrush digital art', ' “portrait of a cartoon animal', ' cute creature', ' beautiful digital art']"
409,"imogen poots as paladin, greg manchess painting by sargent and leyendecker, fantasy, pastel academia colours, medium shot, asymmetrical, beautiful eyes, elegant, matte painting, illustration, gloomhaven, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton ","['a painting of a woman in a white dress', ' imogen poots d&d paladin', ' rob rey', ' inspired by Vincent Lefevre', ' inspired by Mead Schaeffer', ' craig mullins alphonse mucha', ' lois van rossdraws', ' charlie bowater character art', ' rossdraws 1. 0', ' ( ( mads berg ) )', ' imogen poots as holy paladin']"
410,"happy birthday, summer field, flowers, danish cookies, ancient manuscript, nordic pastel colors, perfect lightning ","['a field of flowers with a sky in the background', ' flower meadow', ' field of fantasy flowers', ' field of mixed flowers', ' meadow flowers', ' flower field', ' an aesthetic field of flowers', ' field of wild flowers', ' field of flowers', ' fields of flowers', ' field flowers', ' wildflowers', ' colorful wildflowers', ' summer meadow', ' in a field of flowers', ' field of flowers background', ' meadow with flowers']"
411,walter white in a black trench coat swimming in an ocean of cash ,"['a man in a black coat and a white t - shirt', ' walter white', ' walter white gigachad', ' walter white as gordon freeman', ' of walter white', ' walter white portrait', ' portrait of walter white', ' walter white from breaking bad', ' portrait photo of walter white', ' walter white as batman', ' walter white in valorant', ' walter white as the joker']"
412,"photo environement cyberpunk stair : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ","['a futuristic car is parked in a dark room', ' cyberpunk garage on jupiter', ' dreamy colorful cyberpunk colors', ' arstation and beeple highly', ' cyberpunk atmosphere', ' theme is cyberpunk city market', ' in style of beeple', ' cyberpunk environment', ' cyberpunk dreamscape', ' in a futuristic cyberpunk city', ' retrofuturistic digital painting', ' cyberpunk space colony', ' in cyberpunk city', ' cyberpunk vibe', ' cyberpunk vibes']"
413,the royal king's caw bird by greg hildebrant fancy rococo baroque regal oil painting high quality award winning clothed in fancy garb ,"['a painting of a woman in a red dress', ' inspired by Michael Cheval', ' ceremonial portrait', ' inspired by Stanislas Lépine', ' inspired by Franz Xaver Winterhalter', ' inspired by Fra Bartolomeo', ' inspired by Bartolomeo Vivarini', ' imperial portrait', ' oil painting of princess vulvine', ' inspired by Horace Vernet', ' baroque portrait', ' portrait of an absurdly graceful']"
414,"a completely made of wood, real - world sculpture bust of the mandolorian star - wars character, made of highly polished walnut wood, polished, cedar, polished tiger - wood. photograph, photographic, 3 5 mm ","['a wooden star wars helmet on display', ' mandalorian armor', ' exquisite helmet detail', ' sepal helmet', ' mandalorian', ' inspired by Ralph McQuarrie', ' triumphant', ' wooden armor', ' the mandalorian', ' dark helmet', ' rich woodgrain', ' closeup of the face', ' with detailed wood', ' star wars imperial style', ' close up details', ' robot helmet bust']"
415,"fox animal stood next to a limousine, award winning photograph ","['a fake fox standing in front of a car', ' fox legs', ' anthropomorphic fox', ' an anthropomorphic fox', ' realistic paint job', ' stylised fox - like appearance', ' fox carving art', ' fox animal', ' hyper realistic fur', ' a hyper realistic', ' extremely lifelike', ' tonic the fox', ' digital fox', ' an anthropomorphic cyberpunk fox', ' hyperrealistic!']"
416,lifelike manga ; poster ; key visual ; cinematic ; trending on artstation ; fairy ; childlike face ; light blue eyes ; tan skin ; long straight red hair ; large butterfly wings ; photorealistic ,"['a young boy with blue eyes and blonde hair', ' sad cerulean eyes', ' detailed digital anime art', ' smooth anime cg art', ' anime digital art', ' digital anime art', ' advanced anime digital art', ' 2. 5 d cgi anime fantasy artwork', ' advanced digital anime art ”', ' stunning anime face portrait', ' digital manga art', ' soft anime illustration', ' hd anime wallaper', ' loli']"
417,"a parade of disconnected images : a tragic supernova, a quantum nebula, a painting by giorgio de chirico, a black hole full of color. ","['a painting of a black hole and a spiral', ' swirling fire flames cosmos', ' swirling water cosmos', ' galaxy gas brushstrokes', ' whirling nebulas', ' galaxy orbit system', ' interstellar vortex through time', ' by Wayne Reynolds', ' vast cosmos', ' quasar', ' by David B. Mattingly', ' similar to the bifrost', ' wayne barlowe detailed', ' view of the cosmos']"
418,"whimsical bioluminescent glowing creatures swimming around a moist glistening visceral human body, dramatic lighting, trying to escape, surreal dark uncanny painting by ronny khalil ","['a group of naked people standing in a room', ' alex andreev', ' in a underwater horror scene', ' beksisnski', ' thalassophobia', ' sergey kolesov', ' humans hide in the underwater', ' zdzislaw beksisnski', ' by Eglon van der Neer', ' dim painterly lighting aquatic', ' surreal water art']"
419,"restaurant street night, beautiful landscape, dreamy, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, by wlop, artgerm, by vladimir motsar, high quality, trending on artstation, hd, 8 k, clear, sharp ","['a painting of people walking down a street at night', ' concept art stunning atmosphere', ' taverns nighttime lifestyle', ' beautiful atmosphere', ' inspired by Ismail Inceoglu', ' by Hristofor Žefarović', ' by Relja Penezic', ' atmospheric. digital painting', ' gorgeous atmosphere', ' background artwork', ' by Aleksander Gine', ' by Hristofor Zhefarovich']"
420,"whimsical bioluminescent glowing plankton creatures sitting around a moist glistening visceral human body, dramatic lighting, trying to escape, surreal dark uncanny painting by ronny khalil ","['a group of people sitting on the ground in front of a wall', ' by Eglon van der Neer', ' by Mike Winkelmann', ' glowing people', ' glow', ' inspired by Bruce Nauman', ' inspired by Mike Winkelmann', ' distant glowing figures', ' luminescent concept art', ' dim painterly lighting aquatic', ' human glowing', ' alex andreev', ' highly conceptual figurative art']"
421,photo of a surreal pool room ,"['a room with a pool table and a game room', ' poolrooms', ' the poolrooms', ' indoor shot', ' gaming room', ' basement', ' neon basement', ' real estate photography', ' well-designed masterpiece', ' indoor setting', ' alternate angle', ' looking partly to the left', ' interior photography', ' gaming room in 2 0 4 0', ' teenager hangout spot', ' modern setting', ' acclaimed masterpiece', ' high end interior']"
422,"the pilot at the helm of the plane drinks tea from a mug, in the porthole the planet saturn in space, sketch a pen ","['a drawing of a man in a space suit', ' clothed in space suit', ' portrait of an astronaut', ' in spacesuit', ' creepy astronaut', ' astronaut', ' portrait of astronaut', ' by Bob Ringwood', ' futuristic astronaut', ' cosmonaut', ' pulp scifi illustration', ' anatomical in an astronaut suit', ' dusty space suit', ' detailed astronaut', ' scifi illustration', ' wearing a space suit']"
423,"church of satan in los angeles, photorealistic rendering, concept art, dynamic lights and shadows, volumetric lighting, golden ratio, cine still, movie still ","['a dimly lit church with pews and stained glass windows', ' dramatic lighting. concept art', ' beautiful and cinematic lighting', ' cyberpunk church', ' concept art stunning atmosphere', ' makoto sinkai', ' scene set in a church', ' scene from church', ' cyberpunk cathedral', ' james gurney cinematic lighting', ' concept art scene', ' concept art ， highly rendered', ' in a church. arstation', ' concept arts']"
424,"live show of at the eurovision song contest, photography ","['a group of people standing on top of a stage', ' purple and yellow lighting', ' explosions and purple lasers', ' prize winning color photo', ' confetti', ' ecstatic crowd', ' flowers exploding and spraying', ' purple and yellow', ' explosion of neon lights', ' intricate sparkling atmosphere', ' taylor swift made of purple ice', ' purple laser lighting', ' concert', ' corps scattered on the ground', ' yellow and purple tones']"
425,"portrait of angel, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ","['a woman in a steam punk costume with a clock', ' portrait of a mechanical girl', ' mechanized valkyrie girl', ' mechanical angel', ' steampunk angel', ' portrait of a cyborg queen', ' cyberpunk robotic elvish queen', ' cyborg noble woman', ' beautiful cyborg angel girl', ' digital steampunk art', ' a steampunk beautiful goddess', ' mechanical cyborg', ' portrait of a cyberpunk machine', ' detailed portrait of a cyborg']"
426,"chicken, with squirrel ears, pigs feet, photo ","['raw chicken legs on a wooden plate with parsley', ' chicken', ' great quality', ' high quality product image”', ' high quality product', ' great quality )', ' bird view', ' very high quality', ' ultra high quality', ' extremely high quality', ' extremly high quality', ' excellent quality', ' highly quality', ' bird eye view', ' 3 4 5 3 1', ' chickens', ' easy', ' ( ultra realistic', ' smooth shank']"
427,"a realistic man made of cheese screaming, extremely detailed, photo, trending on artstation, 8 k, - w 7 6 8 ","['a yellow face with teeth and teeth missing', ' humanoid with crooked teeth', ' smooth 3d cg render', ' made with zbrush', ' colored zbrush render', ' zbrush render', ' cinema 4d :9 detailed face: 8', ' painted in zbrush', ' zbrush 3 d render', ' rendered in zbrush', ' 3 d daz occlusion', ' round teeth and goofy face']"
428,"a mechanical human arm reaching out of the earth, covered in flowers and vines. rays of light shinning down, dust specks, octane render ","['a statue of a woman standing in a field', ' (octane render) fantasy style', ' volumetric lighting. fantasy', ' created in octane render', ' rendered in cinema 4 d', ' rendered in cinema4d', ' stuning fantasy 3 d render', ' rendered in octane render', ' fantasy style 8 k octane render', ' surreal 3 d render', ' beautiful octane render', ' rendered in octane render 32k']"
429,crying at a rave ,"['a group of people with makeup on their faces', ' goblins partying at a rave', ' scene from a rave', ' mosh pit', ' red lighting on their faces', ' abstract mosh pit', ' at a rave', ' “house music rave with dancers', ' ecstatic crowd', ' girl with cat ears at a rave', ' punk party', ' photograph of three ravers', ' very expressive']"
430,"fantasy oil painting, robotic troglodyte in a cave, as a dnd character, surrounded by stalagmites, cottagecore, extremely detailed, book cover illustration, concept art, readability, impasto, sharp focus, art by brothers hildebrandt ","['a painting of a cave with a castle in the background', ' mythical gigantic space cavern', ' beautiful fantasy cave scene', ' watery caverns', ' detailed matte fantasy painting', ' style of marc simonetti', ' highly detailed fantasy art', ' inspired by Marc Simonetti', ' amazingly detailed d & d art', ' intricate concept art painting', ' marc _ simonetti', ' intricate and epic concept art']"
431,"tarot card design featuring hawks, extremely detailed, high quality, ","['a drawing of two birds in a circle', ' tarot card art', ' tarot art', ' tarot card design', ' inspired by Walter Crane', ' tarot design', ' tarot card', ' the tarot card of earthly demise', ' complex tarot card background', ' high detailed + tarot card', ' [ tarot card ]!!!!!', ' inspired by Ravi Zupa', ' tarot card style', ' inspired by Harry Clarke']"
432,"an anatomically correct cybertronic human heart, biomechanical, made of metal, reflective ","['a computer image of a human heart', ' 3d model of a human heart', ' human heart', ' cardiac anatomy', ' arteries', ' a digital rendering', ' with arteries as roots', ' connected to heart machines', ' thin blue arteries', ' medical illustration', ' human circulatory system', ' medical depiction', ' ventricles and aorta', ' heart operation', ' a hyper realistic', ' blood vessels']"
